name,mitra_brand_name,location,link
Data Analyst,KLY (Kapanlagi Youniverse),Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/eb4f2963-619c-4052-96f5-46fb1828d0a3/cc0e57c7-fd5b-11ee-8a41-f67d68bd6616
"IT (BRC, Balikpapan)",BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/3a27a5ed-0076-11ef-ba24-e26d212b611d
IT Management Networking (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/e4693a9a-f31e-11ee-9129-da28f9df4d8d
IT Security (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/fd83820c-f31d-11ee-9129-da28f9df4d8d
Tecnology Solution - UI/UX Designer (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/7c9b753a-f2f8-11ee-9129-da28f9df4d8d
IT Operation (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/5f330012-f31d-11ee-af0a-42786e9b30fb
Quality Assurance Engineer (Bukit Teknologi),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/902d6f51-021c-11ef-829a-72f05e45eff5
System and Technology (BIRU) ,BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/eecb2f45-fd4f-11ee-865e-fae64678b8c1
IT ( Jobsite Kalimantan),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/8d58a1e0-fbc8-11ee-ae59-1295b2c39143
SHE Technology (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/13307d6f-01dc-11ef-98a1-c2fa75b94ea6
IT System Administrator (HO),BUMA,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d19a6aaa-7b05-44b3-8fee-7d32f5cadeeb/9278f0f2-f31f-11ee-9129-da28f9df4d8d
Information Technology Intern,Indomaret,Kota Jakarta Utara,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/56ae1405-fc72-4dee-a6e7-a0e5e68604a1/d219681c-efed-11ee-9c51-1aff99471513
Analis Data Statistik Pelayanan Pengaduan,Disdukcapil Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a84800b-39b7-4045-a70a-ed431d2319a7/b4948b17-e1b6-11ee-b254-d6ef4ee8e044
Service Quality Assurance,Disdukcapil Kota Surabaya,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a84800b-39b7-4045-a70a-ed431d2319a7/4549a608-e1ba-11ee-8e49-cad5ce3670d2
Educational Content Developer,Studycle,Kab. Sleman,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/caa55a6f-0f5a-4ede-a08f-d75ac2a1fb71/b178fc78-fadb-11ee-8418-a2b4dbc792e0
Pengolah Data dan Jaringan,LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/e2565b9f-039f-11ef-bb7f-6ac06bc5928b
"Pengumpulan dan pengolahan data, analisis data",LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/60522f40-03a1-11ef-bb7f-6ac06bc5928b
Pengolah Data Kelembagaan,LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/3d3f33c1-03a2-11ef-b85c-1eb2cd115c06
Pengolah Data Akademik dan Kemahasiswaan,LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/9cc354ae-03a3-11ef-8839-36f764739585
Web Developer,YHC QuIP (Quality Internship Program),Kab. Lombok Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/054b69c6-e415-4e06-be7f-491f672a68b0/a5c0bfbb-ea4d-11ee-a97f-624b48284b25
Web Developer,YHC QuIP (Quality Internship Program),Kab. Barito Kuala,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/054b69c6-e415-4e06-be7f-491f672a68b0/c37bdbda-e4cf-11ee-bc2e-12f02af67720
UI UX Designer,YHC QuIP (Quality Internship Program),Kab. Barito Kuala,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/054b69c6-e415-4e06-be7f-491f672a68b0/2c3dc743-e4d4-11ee-9da8-06c4f7443bd3
"Pengolah Data BMN (Persediaan, Aset, dan Umum)",LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/132d429a-0207-11ef-829a-72f05e45eff5
Pengolah Data Sumber Daya,LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/fcabe65a-03a4-11ef-9b3e-022ae5f04a49
Pengolah Data dan Informasi Kepegawaian,LLDikti Wilayah VIII,"Kota Denpasar, Provinsi Bali",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2bbb446-aaae-49e1-a62f-3e69a2a41d56/2632b679-0368-11ef-9b3e-022ae5f04a49
Data Analyst,PT. Indonesia Morowali Industrial Park,Kab. Morowali,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3581d8e3-0bd9-4397-9442-191f9b679a8e/e8e4046a-fc92-11ee-b3c3-42bfe4d30846
Asisten Data Analis untuk Perencanaan Detil Restorasi Gambut,BRGM,"Jakarta, Sumatera Selatan, Kalimantan Tengah, Kalimantan Barat, Kalimantan Selatan, Jambi dan Riau",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1c6f2058-b04c-4f99-bcfc-d61ec65b4039/9329de92-ecdc-11ee-9c51-1aff99471513
Asisten Data Analis untuk Restorasi Gambut dan Rehabilitasi Mangrove,BRGM,"Provinsi D.K.I Jakarta, Sumatera Utara, Riau, Kalimantan Timur, Kalimantan Utara",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1c6f2058-b04c-4f99-bcfc-d61ec65b4039/45ebd113-ec24-11ee-9c51-1aff99471513
Asisten Enumerator Penyusunan Updating Data Perencanaan Restorasi Gambut,BRGM,"Provinsi D.K.I Jakarta, Sumatera Utara, Riau, Kalimantan Timur, Kalimantan Utara",https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1c6f2058-b04c-4f99-bcfc-d61ec65b4039/b52bc8b2-ec20-11ee-bb69-32b7bdeb41bc
Digital & Data Analyst Intern ,Ivosights,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/83c68005-1083-4e45-a1c8-a18b4ead8e63/c03f2e70-ec06-11ee-9c51-1aff99471513
Quality Assurance Intern,Ivosights,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/83c68005-1083-4e45-a1c8-a18b4ead8e63/2a025504-ebea-11ee-a97f-624b48284b25
Admin Stream Data Intern,Ivosights,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/83c68005-1083-4e45-a1c8-a18b4ead8e63/bdb95cdb-ec08-11ee-92bb-b27cd062ba27
Full Stack Developer Intern,Ivosights,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/83c68005-1083-4e45-a1c8-a18b4ead8e63/40ef1bc7-efe2-11ee-bb69-32b7bdeb41bc
Application Developer ,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/f63dbc4f-02bc-11ef-98a1-c2fa75b94ea6
Application Developer - HRIS ,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/94a8f747-02bd-11ef-98a1-c2fa75b94ea6
UI/UX  Designer,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/1d0835c8-02be-11ef-98a1-c2fa75b94ea6
System Analyst,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/d351c6b6-02be-11ef-98a1-c2fa75b94ea6
Low Code Application,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/899ab5da-02bf-11ef-98a1-c2fa75b94ea6
Quality Assurance ,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/828fa000-02c0-11ef-98a1-c2fa75b94ea6
IT TRAINER,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/1a061ccc-02c1-11ef-98a1-c2fa75b94ea6
Network Field Engineer,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/7bbdff22-02ca-11ef-bb7f-6ac06bc5928b
Network System Engineer,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/6dec00ef-02d0-11ef-829a-72f05e45eff5
IoT System Engineer,Metrodata Academy,Kota Jakarta Barat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/88c462bc-fe40-410a-9d2a-5264c0f50950/18dfec56-02cc-11ef-98a1-c2fa75b94ea6
IT and Information System Intern,PT Petrokimia Gresik,Kab. Gresik,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bc27aac3-8e3f-4016-9b18-cdbfa26746d8/18b4c315-0289-11ef-829a-72f05e45eff5
Mobile Apps Developer ,Maritim Muda,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6cbe9f85-73c7-4ef3-9377-74bf1b6a863c/89a6a5b3-fd42-11ee-9648-aa9bf47860c9
Website Developer and Administrator,Maritim Muda,Kota Jakarta Timur,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6cbe9f85-73c7-4ef3-9377-74bf1b6a863c/fac7186e-fd3f-11ee-8a41-f67d68bd6616
Data Analytics dan Tenaga Administrasi,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/2aaa00ec-f0c7-11ee-92bb-b27cd062ba27
Data Analytics dan Tenaga Administrasi,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/25c2be2d-f0c1-11ee-92bb-b27cd062ba27
Retail Productive Network Policy and Procedure Department,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/8113a7c3-f0a8-11ee-92bb-b27cd062ba27
Analis Data,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/a5ec0e0f-f0cb-11ee-92bb-b27cd062ba27
Manager Xpora Business Programmer,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/9e8ead6f-f15f-11ee-9129-da28f9df4d8d
 Desainer UI/UX,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/ef18c8ec-f173-11ee-af0a-42786e9b30fb
 Analis Data Analytics,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/09694f5e-f170-11ee-bf75-32cfa9fc582e
Data Management Intern,BNI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1434cd57-6295-441a-898a-7294119a96d7/667efa47-f0c3-11ee-92bb-b27cd062ba27
Compliance Data Analytics (DA) Associate Intern Program,Bank CIMB Niaga,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/d484349f-0080-11ef-9733-ca7bef2c0196
HR System Project Intern,Bank CIMB Niaga,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/98082f06-03c5-11ef-8247-deb43c39bd5c
Operations & IT Management Office Intern,Bank CIMB Niaga,Kota Tangerang Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/0024f647-011b-11ef-ba24-e26d212b611d
Software Engineer,STECHOQ,Kab. Sleman,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ba16e287-a822-457d-9d45-5b2e5a47af1f/7d91a263-f92f-11ee-9129-da28f9df4d8d
IR Data Analyst,STP,Kab. Banyuwangi,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/a94381ec-efca-11ee-92bb-b27cd062ba27
Research Assistant of Aquaculture Technology & Development (BGP),STP,Kab. Purwakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/da7b9e37-eff4-11ee-bb69-32b7bdeb41bc
UX Researcher & Writer,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/cb830fe5-f5c8-11ee-9129-da28f9df4d8d
Front End Developer Intern,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/88b71360-f5c7-11ee-9129-da28f9df4d8d
Back End Developer Intern,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/04ada923-f5c8-11ee-9129-da28f9df4d8d
System Informasi,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/e0dba821-f5cc-11ee-9129-da28f9df4d8d
UI/UX Designer,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/2fbee0ed-f5cd-11ee-9129-da28f9df4d8d
Fullstack Developer,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/c1549244-f5cd-11ee-9129-da28f9df4d8d
Data Management Intern,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/351b42c7-f54d-11ee-bf75-32cfa9fc582e
Data Analyst,Bank BRI,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/e3ac17ec-f54e-11ee-af0a-42786e9b30fb
Quality Assurance,STP,Kab. Gresik,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/7b0dff3f-fc9d-11ee-a0c9-42fbd8755c1a
System Management Officer,STP,Kab. Deli Serdang,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/8cdbc774-efcd-11ee-92bb-b27cd062ba27
Assistant Researcher of  Aquaculture Technology & Development (CM),STP,Kab. Purwakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/ee0d33c8-f2f9-11ee-9129-da28f9df4d8d
 Research Assistant of Aquaculture Technology & Development (ME),STP,Kab. Purwakarta,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/4bd4bf6d-85a8-4e50-911c-d411e464a70b/1eebdddf-f2ff-11ee-bf75-32cfa9fc582e
Data Analytics (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/699ff513-005a-11ef-9733-ca7bef2c0196
UI/UX Designer (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/2a2c5889-0120-11ef-9733-ca7bef2c0196
Junior Programmer (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/7438d89f-011e-11ef-9ec6-c2d2860922d6
IT Support (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/4a76f35b-011f-11ef-ac63-7e456e52b7d0
IT Support (Learning Center Bogor),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/c892dd78-0129-11ef-9755-7a1b22fe1d7a
Data Scientist (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/0196f611-011c-11ef-9ec6-c2d2860922d6
Data Analytics (KSI Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/096388fd-011b-11ef-9733-ca7bef2c0196
Data Governance (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/c0ed1f14-0058-11ef-8f19-ae84a611b5f1
Data Analyst (KPP Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/471f1126-0061-11ef-9733-ca7bef2c0196
Data Interoperablity (Kantor Pusat Jakarta),BPJS Ketenagakerjaan,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e7e7caef-898d-4fd8-87fe-c4ae72ae5f00/78bf43cd-005b-11ef-9733-ca7bef2c0196
UX Research Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/ad68a476-fbc3-11ee-b3c3-42bfe4d30846
Data Engineer Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/5cba1f35-fbc1-11ee-877d-ee833f3bb5c3
QA Engineer Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/33ee8da4-fbc0-11ee-b3c3-42bfe4d30846
Data Entry Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/56265a3c-fb9f-11ee-82ee-42fdda477ac9
UI/UX Designer of CTARSA Foundation,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/ed08505f-fbae-11ee-8e68-924661b1cd89
Frontend Designer ERP,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/66c02594-fbc7-11ee-b3c3-42bfe4d30846
UI/UX Designer ERP,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/98e15d62-fbc7-11ee-b3c3-42bfe4d30846
Frontend Designer (Ads),detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/c56c02fc-fbac-11ee-86ab-7ec6443fb770
Frontend Developer of CTARSA Foundation,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/b3e2bd89-fbae-11ee-8e68-924661b1cd89
Backend Developer of CTARSA Foundation,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/ed02d11b-fbae-11ee-877d-ee833f3bb5c3
Data Analyst,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/ebdfcf6b-f243-11ee-af0a-42786e9b30fb
Full-Stack Developer ERP,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/e6ecd47e-fbc3-11ee-b3c3-42bfe4d30846
Quality Assurance Manual Tester,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/0188e43e-f248-11ee-af0a-42786e9b30fb
UI Designer,detikcom,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cfd4ee2-1bc5-4920-af7e-6ae3ddc9b8be/ada61379-f242-11ee-af0a-42786e9b30fb
UI/UX Designer Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/3098292c-fbc6-11ee-877d-ee833f3bb5c3
Data Analyst Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/cd0eef60-fbc0-11ee-8e68-924661b1cd89
Machine Learning Engineer Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/0098c8ff-fbd6-11ee-877d-ee833f3bb5c3
Technology Information Intern,StickEarn,Kota Jakarta Pusat,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a9c301f2-cf13-4c3d-bb74-0eb21b4324c8/b2ee4c0b-fb90-11ee-828e-bacafdd728b8
Frontend Engineer,ADS Digital Partner,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6c461f7f-889a-4ddd-b860-7616a6ee7b2d/552975f5-fbbe-11ee-b3c3-42bfe4d30846
UI/UX Designer,ADS Digital Partner,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6c461f7f-889a-4ddd-b860-7616a6ee7b2d/9120a39d-fbbe-11ee-9fe2-f6628d9e23b0
Backend Engineer,ADS Digital Partner,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6c461f7f-889a-4ddd-b860-7616a6ee7b2d/5e04d758-fbba-11ee-8e68-924661b1cd89
Data Analyst,ADS Digital Partner,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6c461f7f-889a-4ddd-b860-7616a6ee7b2d/c593b0b4-fbc3-11ee-8e68-924661b1cd89
Fullstack Web Developer,ADS Digital Partner,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/6c461f7f-889a-4ddd-b860-7616a6ee7b2d/567a0fd9-fbca-11ee-877d-ee833f3bb5c3
IT Project Manager ,Citiasia Inc.,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/f7b06b56-fd3e-11ee-9648-aa9bf47860c9
UI/UX Designer,Citiasia Inc.,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/04f30019-fd41-11ee-865e-fae64678b8c1
Fullstack Developer ,Citiasia Inc.,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/9015b7a7-fd40-11ee-865e-fae64678b8c1
System Analyst ,Citiasia Inc.,Kota Jakarta Selatan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/56a3273a-fd41-11ee-9648-aa9bf47860c9
UI/UX Designer,Pilih Jurusan,Kota Depok,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55f69414-f20a-4925-81f5-e7eaa75e009a/6dbc7131-d641-11ee-9154-8e96830ae96d
Back-End Web Developer,Pilih Jurusan,Kota Depok,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55f69414-f20a-4925-81f5-e7eaa75e009a/c815bd15-d640-11ee-aa5c-4e8256cac0fa
Front-End Web Developer,Pilih Jurusan,Kota Depok,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/55f69414-f20a-4925-81f5-e7eaa75e009a/662a0076-d640-11ee-a5b9-b638aa8c5932
Full-Stack Web Developer,PT Otak Kanan,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/21e1eced-32b2-44f5-9b5b-0c0c8ab99d0a/31f20cee-fc71-11ee-877d-ee833f3bb5c3
UI/UX Developer,PT Otak Kanan,Kota Surabaya,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/21e1eced-32b2-44f5-9b5b-0c0c8ab99d0a/2242dddb-fc75-11ee-877d-ee833f3bb5c3
